time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-02-27T09:06:16.460Z,-33.998,-72.197,35,5.3,mb,107,39.2,,0.94,us,usp000h7th,2014-11-07T01:40:45.878Z,"70 km SW of San Antonio, Chile",earthquake,,,,50,reviewed,us,us
2010-02-27T09:00:16.660Z,-33.443,-71.525,35,5.6,mb,141,80.3,,1.33,us,usp000h7tf,2022-05-02T21:38:09.297Z,"14 km NNE of Cartagena, Chile",earthquake,,,,117,reviewed,us,us
2010-02-27T08:58:19.480Z,-37.52,-73.565,35,5,mb,36,156.2,,1.1,us,usp000h7te,2014-11-07T01:40:45.859Z,"12 km NE of Lebu, Chile",earthquake,,,,9,reviewed,us,us
2010-02-27T08:56:18.240Z,-36.099,-73.309,35,5,mb,19,122.4,,0.95,us,usp000h7td,2014-11-07T01:40:45.857Z,"65 km NNW of Tomé, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T08:53:56.540Z,-34.468,-73.513,35,5.4,mb,133,52.3,,0.84,us,usp000h7tc,2022-05-02T21:38:10.654Z,"139 km NW of Constitución, Chile",earthquake,,,,60,reviewed,us,us
2010-02-27T08:53:26.790Z,-35.452,-72.867,35,5,mb,57,114.6,,0.9,us,usp000h7tb,2014-11-07T01:40:45.842Z,"43 km WSW of Constitución, Chile",earthquake,,,,39,reviewed,us,us
2010-02-27T08:51:38.380Z,-34.73,-72.73,36.2,5,mb,47,116.1,,0.77,us,usp000h7ta,2014-11-07T01:40:45.839Z,"72 km NNW of Constitución, Chile",earthquake,,11.7,,14,reviewed,us,us
2010-02-27T08:48:05.540Z,-38.495,-75.326,35,5.6,mb,148,65.2,,0.94,us,usp000h7t8,2022-05-02T22:37:27.610Z,"176 km WSW of Lebu, Chile",earthquake,,,,73,reviewed,us,us
2010-02-27T08:45:41.910Z,-34.815,-72.505,35,5,mb,54,116.2,,1.03,us,usp000h7t7,2014-11-07T01:40:45.819Z,"58 km N of Constitución, Chile",earthquake,,,,29,reviewed,us,us
2010-02-27T08:37:34.290Z,-33.637,-71.976,35,5.2,mb,22,137.8,,0.76,us,usp000h7t5,2014-11-07T01:40:45.813Z,"34 km W of San Antonio, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T08:36:58.910Z,-36.176,-73.51,35,5.1,mb,31,159.8,,0.97,us,usp000h7t4,2014-11-07T01:40:45.810Z,"69 km NW of Tomé, Chile",earthquake,,,,15,reviewed,us,us
2010-02-27T08:35:26.050Z,-36.952,-72.871,35,5.2,mb,26,116.8,,1.2,us,usp000h7t3,2014-11-07T01:40:45.807Z,"14 km ESE of Chiguayante, Chile",earthquake,,,,12,reviewed,us,us
2010-02-27T08:31:58.900Z,-33.027,-72.439,35,5.5,mb,25,132,,1.15,us,usp000h7t2,2022-05-02T22:35:16.740Z,"75 km W of Valparaíso, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T08:31:03.960Z,-34.872,-72.433,35,5.7,mb,230,34.3,,0.87,us,usp000h7t0,2022-05-02T21:39:12.401Z,"51 km N of Constitución, Chile",earthquake,,,,136,reviewed,us,us
2010-02-27T08:29:03.340Z,-37.247,-74.095,35,5.2,mb,16,116.5,,1.48,us,usp000h7sz,2014-11-07T01:40:45.772Z,"55 km NW of Lebu, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T08:28:19.800Z,-34.89,-74.115,35,5.4,mb,53,114.2,,0.99,us,usp000h7sy,2014-11-07T01:40:45.767Z,"162 km WNW of Constitución, Chile",earthquake,,,,12,reviewed,us,us
2010-02-27T08:25:29.620Z,-34.749,-72.427,35,6.1,mb,337,33.7,,0.8,us,usp000h7sx,2022-05-02T22:01:23.104Z,"64 km N of Constitución, Chile",earthquake,,,,211,reviewed,us,us
2010-02-27T08:23:50.970Z,-34.492,-72.126,22.5,5.2,mb,49,114.4,,0.82,us,usp000h7sw,2014-11-07T01:40:45.735Z,"71 km WNW of Santa Cruz, Chile",earthquake,,19.4,,21,reviewed,us,us
2010-02-27T08:19:24.160Z,-33.618,-72.02,35,5.3,mb,91,113.5,,1.27,us,usp000h7su,2014-11-07T01:40:45.727Z,"38 km W of San Antonio, Chile",earthquake,,,,47,reviewed,us,us
2010-02-27T08:17:53.090Z,-34.956,-72.712,35,5.1,mb,19,116.2,,0.87,us,usp000h7st,2014-11-07T01:40:45.725Z,"50 km NNW of Constitución, Chile",earthquake,,,,8,reviewed,us,us
2010-02-27T08:13:14.500Z,-33.304,-71.579,35,5.6,mb,134,138.6,,1.18,us,usp000h7ss,2022-05-02T22:09:49.911Z,"27 km N of Cartagena, Chile",earthquake,,,,90,reviewed,us,us
2010-02-27T08:09:20.710Z,-33.597,-72.807,35,5.1,mb,14,121.4,,1.37,us,usp000h7sr,2014-11-07T01:40:45.712Z,"111 km W of San Antonio, Chile",earthquake,,,,2,reviewed,us,us
2010-02-27T08:01:23.010Z,-37.773,-75.048,35,7.4,mwc,409,17.6,,1.06,us,usp000h7sq,2022-05-02T21:42:17.623Z,"124 km W of Lebu, Chile",earthquake,,,,,reviewed,us,gcmt
2010-02-27T07:59:53.850Z,-36.122,-72.71,35,5.3,mb,98,115,,0.81,us,usp000h7sp,2022-05-02T22:37:26.112Z,"23 km NW of Quirihue, Chile",earthquake,,,,57,reviewed,us,us
2010-02-27T07:58:05.900Z,-33.56,-72.001,15,5.3,mb,78,92.5,,,us,usp000h7sn,2014-11-07T01:40:45.664Z,"36 km W of Cartagena, Chile",earthquake,,,,43,reviewed,guc,us
2010-02-27T07:57:32.890Z,-35.753,-72.197,35,5.1,mb,74,115.1,,0.74,us,usp000h7sm,2022-05-02T22:32:53.287Z,"26 km NNE of Cauquenes, Chile",earthquake,,,,51,reviewed,us,us
2010-02-27T07:57:23.800Z,-33.83,-71.456,27.2,5,mb,30,121.7,,,us,usp000h7sk,2014-11-07T01:40:45.656Z,"27 km SW of Melipilla, Chile",earthquake,,,,4,reviewed,guc,us
2010-02-27T07:56:36.710Z,-37.033,-73.2,35,5.1,mb,101,86.5,,0.79,us,usp000h7sj,2014-11-07T01:40:45.648Z,"5 km W of Coronel, Chile",earthquake,,,,62,reviewed,us,us
2010-02-27T07:54:24.850Z,-35.09,-73.774,35,5,mb,16,175.8,,1.35,us,usp000h7sh,2014-11-07T01:40:45.646Z,"126 km WNW of Constitución, Chile",earthquake,,,,5,reviewed,us,us
2010-02-27T07:54:00.860Z,-34.614,-73.777,35,5,mb,28,155.2,,0.76,us,usp000h7sg,2014-11-07T01:40:45.643Z,"148 km WNW of Constitución, Chile",earthquake,,,,10,reviewed,us,us
2010-02-27T07:52:07.180Z,-35.829,-73.329,35,5.2,mb,11,122.3,,1.17,us,usp000h7sf,2014-11-07T01:40:45.642Z,"86 km NW of Quirihue, Chile",earthquake,,,,3,reviewed,us,us
2010-02-27T07:51:04.980Z,-36.458,-72.647,35,5.4,mb,136,68.7,,0.93,us,usp000h7se,2022-05-02T21:39:06.133Z,"21 km SSW of Quirihue, Chile",earthquake,,,,80,reviewed,us,us
2010-02-27T07:49:51.800Z,-33.623,-72.163,15.1,5.2,mb,75,92.3,,,us,usp000h7sd,2014-11-07T01:40:45.595Z,"51 km W of San Antonio, Chile",earthquake,,,,36,reviewed,guc,us
2010-02-27T07:46:49.380Z,-36.866,-73.116,35,5.3,mb,114,68.7,,0.86,us,usp000h7sc,2014-11-07T01:40:45.572Z,"7 km SW of Concepción, Chile",earthquake,,,,78,reviewed,us,us
2010-02-27T07:43:15.550Z,-35.991,-74.012,35,5.2,mb,12,122.3,,1.34,us,usp000h7sb,2014-11-07T01:40:45.571Z,"114 km NW of Talcahuano, Chile",earthquake,,,,3,reviewed,us,us
2010-02-27T07:40:46.800Z,-35.133,-72.176,32.7,5.5,mb,84,73.3,,1.07,us,usp000h7sa,2022-05-02T22:01:22.121Z,"30 km NE of Constitución, Chile",earthquake,,5.9,,38,reviewed,us,us
2010-02-27T07:37:17.960Z,-36.869,-72.673,35,6,mb,319,34.4,,0.86,us,usp000h7s9,2022-05-02T21:39:04.676Z,"27 km NNW of Yumbel, Chile",earthquake,,,,197,reviewed,us,us
2010-02-27T07:36:46.410Z,-34.632,-72.225,35,5.1,mb,15,124.2,,1.34,us,usp000h7s8,2014-11-07T01:40:45.531Z,"78 km W of Santa Cruz, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T07:34:30.940Z,-33.821,-72.132,35,5.5,mb,105,61.7,,0.79,us,usp000h7s7,2022-05-02T21:38:04.174Z,"54 km WSW of San Antonio, Chile",earthquake,,,,61,reviewed,us,us
2010-02-27T07:33:30.720Z,-38.032,-73.393,35,5.6,mb,174,46.8,,0.86,us,usp000h7s5,2022-05-02T22:37:24.512Z,"25 km S of Cañete, Chile",earthquake,,,,99,reviewed,us,us
2010-02-27T07:30:29.880Z,-34.907,-72.817,35,5.2,mb,33,89.8,,0.92,us,usp000h7s4,2014-11-07T01:40:45.494Z,"60 km NW of Constitución, Chile",earthquake,,,,16,reviewed,us,us
2010-02-27T07:29:42.680Z,-35.819,-72.818,35,5.4,mb,55,114.9,,0.97,us,usp000h7s3,2014-11-07T01:40:45.489Z,"47 km WNW of Cauquenes, Chile",earthquake,,,,27,reviewed,us,us
2010-02-27T07:29:10.400Z,-34.992,-72.622,29,5.2,mb,85,70.7,,0.95,us,usp000h7s2,2014-11-07T01:40:45.482Z,"42 km NNW of Constitución, Chile",earthquake,,5.3,,46,reviewed,us,us
2010-02-27T07:23:15.970Z,-36.924,-73.594,35,5.6,mb,61,53.9,,1.27,us,usp000h7s1,2022-05-02T22:01:20.559Z,"42 km WNW of Coronel, Chile",earthquake,,,,21,reviewed,us,us
2010-02-27T07:21:32.970Z,-37.964,-74.126,35,5.1,mb,12,165.1,,1.17,us,usp000h7s0,2014-11-07T01:40:45.475Z,"57 km SW of Lebu, Chile",earthquake,,,,2,reviewed,us,us
2010-02-27T07:19:47.890Z,-35.822,-72.836,35,5.4,mb,95,126.3,,1.18,us,usp000h7ry,2022-05-02T21:38:02.492Z,"49 km WNW of Cauquenes, Chile",earthquake,,,,54,reviewed,us,us
2010-02-27T07:15:52.600Z,-36.912,-73.366,35,5.2,mb,20,128.9,,0.91,us,usp000h7rx,2014-11-07T01:40:45.464Z,"24 km NW of Coronel, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T07:12:28.450Z,-33.878,-71.943,35,6,mb,291,30,,1.02,us,usp000h7ru,2022-05-02T21:42:10.967Z,"44 km SW of San Antonio, Chile",earthquake,,,,159,reviewed,us,us
2010-02-27T07:05:05.700Z,-33.912,-72.107,35,5.8,mb,116,40,,0.9,us,usp000h7rs,2022-05-02T22:35:15.404Z,"58 km SW of San Antonio, Chile",earthquake,,,,52,reviewed,us,us
2010-02-27T07:02:04.260Z,-38.099,-73.708,35,5.1,mb,12,165.5,,0.81,us,usp000h7rr,2014-11-07T01:40:45.425Z,"42 km SW of Cañete, Chile",earthquake,,,,1,reviewed,us,us
2010-02-27T06:59:31.920Z,-33.975,-72.119,21.3,5.3,mb,36,122.2,,0.76,us,usp000h7rq,2014-11-07T01:40:45.422Z,"63 km SW of San Antonio, Chile",earthquake,,16.4,,10,reviewed,us,us
2010-02-27T06:58:28.080Z,-31.72,-72.156,35,5.2,mb,13,115.2,,1.29,us,usp000h7rp,2014-11-07T01:40:45.420Z,"94 km W of Illapel, Chile",earthquake,,,,4,reviewed,us,us
2010-02-27T06:56:26.190Z,-34.35,-72.197,34.8,5.6,mb,27,116.6,,0.97,us,usp000h7rn,2022-05-02T22:35:13.826Z,"82 km WNW of Santa Cruz, Chile",earthquake,,23.1,,8,reviewed,us,us
2010-02-27T06:52:34.020Z,-34.867,-72.614,35,6.2,mb,150,44.6,,0.98,us,usp000h7rk,2022-05-02T22:32:51.757Z,"54 km NNW of Constitución, Chile",earthquake,,,,88,reviewed,us,us
2010-02-27T06:51:17.650Z,-31.663,-69.141,39.8,6,mb,118,52.7,,0.69,us,usp000h7rj,2022-05-02T21:42:48.973Z,"40 km WSW of Villa Basilio Nievas, Argentina",earthquake,,7.4,,58,reviewed,us,us
2010-02-27T06:47:23.590Z,-33.655,-72.033,35,5.6,mb,13,150.7,,1.23,us,usp000h7rh,2022-05-02T22:35:12.504Z,"40 km W of San Antonio, Chile",earthquake,,,,6,reviewed,us,us
2010-02-27T06:34:11.530Z,-36.122,-72.898,22.9,8.8,mww,454,17.8,,1.09,official,official20100227063411530_30,2022-08-29T15:06:45.907Z,"36 km WNW of Quirihue, Chile",earthquake,,9.2,,,reviewed,us,official
2010-02-18T20:56:33.400Z,-23.067,-68.514,114.7,5.2,mwc,210,69.2,,,us,usp000h7eg,2016-11-10T02:24:19.156Z,"36 km WSW of San Pedro de Atacama, Chile",earthquake,,,,,reviewed,guc,gcmt
2010-02-12T12:03:38.830Z,-33.622,-68.789,148.4,5.8,mwc,340,13.6,,0.99,us,usp000h77d,2022-07-16T02:28:41.743Z,"67 km SSW of San Martín, Argentina",earthquake,,2.5,,,reviewed,us,us
2010-02-07T17:09:47.340Z,-23.225,-66.564,238.9,5.6,mwc,173,59.2,,1.32,us,usp000h721,2022-05-02T22:36:48.643Z,"90 km W of El Aguilar, Argentina",earthquake,,,,,reviewed,us,us
2010-02-06T01:33:51.280Z,-16.666,-73.437,53,5.2,mwc,65,71.3,,1.15,us,usp000h6zv,2022-07-16T02:01:11.596Z,"54 km SSE of Atico, Peru",earthquake,,8.6,,,reviewed,us,gcmt
2010-01-30T05:50:09.300Z,-28.227,-70.698,57.4,5.3,mwb,285,74.3,,,us,usp000h6sc,2022-07-16T01:40:01.166Z,"39 km N of Vallenar, Chile",earthquake,,,,,reviewed,guc,us
2010-01-29T14:24:34.180Z,-24.064,-66.698,178.4,5,mwc,220,76.1,,1.04,us,usp000h6rz,2016-11-10T02:23:28.540Z,"42 km WNW of San Antonio de los Cobres, Argentina",earthquake,,5.3,,,reviewed,us,gcmt
2010-01-28T08:04:14.250Z,-23.357,-66.712,208.4,5.9,mwb,419,20.4,,0.93,us,usp000h6q8,2022-05-02T21:37:50.280Z,"103 km NNW of San Antonio de los Cobres, Argentina",earthquake,,,,,reviewed,us,us
2010-01-23T09:40:30.790Z,-17.557,-63.903,10,5.1,mb,60,64.4,,1.08,us,usp000h6h8,2022-05-02T21:35:28.866Z,"18 km SSW of Villa Yapacaní, Bolivia",earthquake,,,,8,reviewed,us,us
2010-01-23T09:23:03.950Z,-17.541,-63.887,10,5.3,mb,242,64.2,,0.86,us,usp000h6h7,2022-07-16T01:09:00.374Z,"16 km SSW of Villa Yapacaní, Bolivia",earthquake,,,,144,reviewed,us,us
2010-01-21T00:15:14.100Z,-36.281,-73.16,42.2,5.1,mb,150,115,,,us,usp000h6du,2022-07-16T00:56:59.563Z,"41 km NNW of Tomé, Chile",earthquake,,,,61,reviewed,guc,us
2010-01-20T19:07:38.720Z,-57.773,-65.809,10,5.1,mwc,83,50.8,,0.91,us,usp000h6dh,2016-11-10T02:23:03.094Z,"Drake Passage",earthquake,,,,,reviewed,us,gcmt
2010-01-19T17:28:15.360Z,-27.584,-65.829,26.8,5.2,mwc,168,49.2,,0.98,us,usp000h6c0,2022-07-16T00:48:02.243Z,"26 km SW of Aguilares, Argentina",earthquake,,,,,reviewed,us,gcmt
2010-01-18T12:28:34.930Z,-31.355,-68.599,94.1,5.4,mwc,280,17.9,,0.8,us,usp000h69w,2022-07-16T00:31:12.662Z,"11 km NW of Albardón, Argentina",earthquake,,2.4,,,reviewed,us,us
2010-01-17T12:00:01.080Z,-57.664,-65.879,5,6.3,mwc,243,29,,0.89,us,usp000h68a,2022-07-16T00:27:27.811Z,"Drake Passage",earthquake,,,,,reviewed,us,us
2010-01-05T01:34:25.430Z,-16.481,-74.034,28,5.1,mwc,73,102.6,,1.09,us,usp000h5r3,2016-11-10T02:22:22.199Z,"53 km SW of Atico, Peru",earthquake,,,,,reviewed,us,gcmt
